Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1er décile du niveau de vie (€),9e décile du niveau de vie (€),Rapport interdécile 9e décile/1er décile
CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
01309,Pouillat,,,,,,,,,,,,,,,,,,,,,,,,,,,
01310,Prémeyzel,52,129,21423,,,,,,,,,,,,,,,,,,,,,,,,
01311,Prémillieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
01313,Prévessin-Moëns,2616,6661,40080,49,13,,,15,16,,,10,18,89.3,84.7,2.4,2.2,17.4,9.2,1.1,0.4,0.3,0.3,-17.0,10124,95124,9.4
01314,Priay,694,1746,22389,,,,,,,,,,,,,,,,,,,,,,,,
01317,Ramasse,130,327,22257,,,,,,,,,,,,,,,,,,,,,,,,
01318,Rancé,235,724,24915,,,,,,,,,,,,,,,,,,,,,,,,
01319,Relevant,180,482,23019,,,,,,,,,,,,,,,,,,,,,,,,
01320,Replonges,1500,3710,22445,61,7,,,,,,,,,73.1,67.2,2.3,3.6,28.5,10.7,3.4,2.0,0.7,0.6,-15.7,13641,35413,2.6
01321,Revonnas,344,926,24298,,,,,,,,,,,,,,,,,,,,,,,,
01322,Reyrieux,1718,4741,26086,69,5,,,,,,,,,80.3,70.9,3.5,5.9,23.5,12.4,2.7,1.8,0.5,0.5,-18.9,15493,44211,2.9
01323,Reyssouze,398,963,20813,,,,,,,,,,,,,,,,,,,,,,,,
01325,Rignieux-le-Franc,379,1010,24314,,,,,,,,,,,,,,,,,,,,,,,,
01328,Romans,180,483,21971,,,,,,,,,,,,,,,,,,,,,,,,
01329,Rossillon,74,142,19573,,,,,,,,,,,,,,,,,,,,,,,,
01330,Ruffieu,78,174,20469,,,,,,,,,,,,,,,,,,,,,,,,
01331,Saint-Alban,78,187,20917,,,,,,,,,,,,,,,,,,,,,,,,
01332,Saint-André-de-Bâgé,284,758,22153,,,,,,,,,,,,,,,,,,,,,,,,
01333,Saint-André-de-Corcy,1355,3362,24310,64,,,,,,,,,,77.2,71.0,2.5,3.7,27.0,8.3,3.1,2.0,0.6,0.6,-15.6,14654,37692,2.6
01334,Saint-André-d'Huiriat,225,610,21975,,,,,,,,,,,,,,,,,,,,,,,,
01335,Saint-André-le-Bouchoux,131,374,21626,,,,,,,,,,,,,,,,,,,,,,,,
01336,Saint-André-sur-Vieux-Jonc,472,1176,21427,,,,,,,,,,,,,,,,,,,,,,,,
01337,Saint-Bénigne,511,1270,21335,,,,,,,,,,,,,,,,,,,,,,,,
01338,Groslée-Saint-Benoit,502,1233,20945,,,,,,,,,,,,,,,,,,,,,,,,
01339,Saint-Bernard,551,1453,28208,,,,,,,,,,,,,,,,,,,,,,,,
01342,Sainte-Croix,189,538,25420,,,,,,,,,,,,,,,,,,,,,,,,
01343,Saint-Cyr-sur-Menthon,680,1769,21178,,,,,,,,,,,,,,,,,,,,,,,,
01344,Saint-Denis-lès-Bourg,2562,6036,23258,63,7,,,,,,,,20,67.5,61.1,2.0,4.4,35.2,10.6,3.7,1.9,0.9,0.8,-17.0,13560,40127,3.0
01345,Saint-Denis-en-Bugey,965,2280,21464,53,,,,,,,,,,69.9,64.0,3.5,2.4,32.4,8.2,3.9,2.2,0.9,0.9,-14.4,12930,34075,2.6
01346,Saint-Didier-d'Aussiat,347,865,21013,,,,,,,,,,,,,,,,,,,,,,,,
01347,Saint-Didier-de-Formans,752,2036,25567,71,,,,,,,,,,78.9,69.8,2.8,6.3,23.8,13.4,2.4,1.6,0.4,0.4,-18.5,15437,42046,2.7
01348,Saint-Didier-sur-Chalaronne,1143,2748,21385,51,9,,,,,,,,,71.9,63.4,2.8,5.7,29.8,8.6,4.3,2.3,1.0,0.9,-14.6,12940,33020,2.6
01349,Saint-Éloi,178,484,25939,,,,,,,,,,,,,,,,,,,,,,,,
01350,Saint-Étienne-du-Bois,1037,2444,22505,58,,,,,,,,,,70.7,65.3,2.2,3.2,31.7,9.6,3.4,2.0,0.7,0.6,-15.4,14413,35121,2.4
01351,Saint-Étienne-sur-Chalaronne,573,1545,21183,,,,,,,,,,,,,,,,,,,,,,,,
01352,Saint-Étienne-sur-Reyssouze,222,554,19747,,,,,,,,,,,,,,,,,,,,,,,,
01353,Sainte-Euphémie,599,1704,24979,,,,,,,,,,,,,,,,,,,,,,,,
01354,Saint-Genis-Pouilly,3737,9200,29749,41,17,,16,18,19,,,11,23,89.5,85.1,2.7,1.7,16.9,6.7,2.2,0.9,0.7,0.7,-15.3,9112,74379,8.2
01355,Saint-Genis-sur-Menthon,193,459,22370,,,,,,,,,,,,,,,,,,,,,,,,
01356,Saint-Georges-sur-Renon,75,206,23440,,,,,,,,,,,,,,,,,,,,,,,,
01357,Saint-Germain-de-Joux,193,443,19813,,,,,,,,,,,,,,,,,,,,,,,,
01358,Saint-Germain-les-Paroisses,176,441,21780,,,,,,,,,,,,,,,,,,,,,,,,
01359,Saint-Germain-sur-Renon,94,238,23705,,,,,,,,,,,,,,,,,,,,,,,,
01360,Saint-Jean-de-Gonville,618,1529,38170,,,,,,,,,,,,,,,,,,,,,,,,
01361,Saint-Jean-de-Niost,568,1525,26265,,,,,,,,,,,,,,,,,,,,,,,,
01362,Saint-Jean-de-Thurigneux,283,790,25220,,,,,,,,,,,,,,,,,,,,,,,,
01363,Saint-Jean-le-Vieux,751,1798,21763,,,,,,,,,,,,,,,,,,,,,,,,
01364,Saint-Jean-sur-Reyssouze,326,740,21334,,,,,,,,,,,,,,,,,,,,,,,,
01365,Saint-Jean-sur-Veyle,446,1149,21938,,,,,,,,,,,,,,,,,,,,,,,,
01366,Sainte-Julie,370,1025,22845,,,,,,,,,,,,,,,,,,,,,,,,
01367,Saint-Julien-sur-Reyssouze,292,670,19913,,,,,,,,,,,,,,,,,,,,,,,,
01368,Saint-Julien-sur-Veyle,297,804,21813,,,,,,,,,,,,,,,,,,,,,,,,
01369,Saint-Just,368,933,25133,,,,,,,,,,,,,,,,,,,,,,,,
01370,Saint-Laurent-sur-Saône,893,1569,18495,,,,,,,,,,,,,,,,,,,,,,,,
01371,Saint-Marcel,482,1284,22867,,,,,,,,,,,,,,,,,,,,,,,,
01372,Saint-Martin-de-Bavel,172,413,21480,,,,,,,,,,,,,,,,,,,,,,,,
01373,Saint-Martin-du-Frêne,431,1059,22034,,,,,,,,,,,,,,,,,,,,,,,,
01374,Saint-Martin-du-Mont,737,1826,22995,,,,,,,,,,,,,,,,,,,,,,,,
01375,Saint-Martin-le-Châtel,309,814,21966,,,,,,,,,,,,,,,,,,,,,,,,
01376,Saint-Maurice-de-Beynost,1537,3898,21120,54,10,,,,,,,,19,75.2,67.7,3.5,4.1,25.6,9.3,5.3,2.6,1.4,1.2,-15.4,12627,35094,2.8
01378,Saint-Maurice-de-Gourdans,990,2660,24990,66,,,,,,,,,,83.4,75.8,2.1,5.5,21.3,9.5,2.8,2.0,0.5,0.3,-17.0,15544,39198,2.5
01379,Saint-Maurice-de-Rémens,297,771,21039,,,,,,,,,,,,,,,,,,,,,,,,
01380,Saint-Nizier-le-Bouchoux,272,620,20111,,,,,,,,,,,,,,,,,,,,,,,,
01381,Saint-Nizier-le-Désert,330,916,21595,,,,,,,,,,,,,,,,,,,,,,,,
01382,Sainte-Olive,97,246,24966,,,,,,,,,,,,,,,,,,,,,,,,
01383,Saint-Paul-de-Varax,586,1462,20628,,,,,,,,,,,,,,,,,,,,,,,,
01384,Saint-Rambert-en-Bugey,946,2035,17868,39,20,,,,,,,,32,68.3,59.8,4.2,4.4,29.1,7.0,8.2,3.3,2.7,2.2,-12.6,9348,28880,3.1
01385,Saint-Rémy,401,1012,23938,,,,,,,,,,,,,,,,,,,,,,,,
01386,Saint-Sorlin-en-Bugey,468,1109,24086,,,,,,,,,,,,,,,,,,,,,,,,
01387,Saint-Sulpice,85,244,21655,,,,,,,,,,,,,,,,,,,,,,,,
01388,Saint-Trivier-de-Courtes,461,953,19536,,,,,,,,,,,,,,,,,,,,,,,,
01389,Saint-Trivier-sur-Moignans,691,1760,21983,,,,,,,,,,,,,,,,,,,,,,,,
01390,Saint-Vulbas,436,1129,22012,,,,,,,,,,,,,,,,,,,,,,,,
01391,Salavre,132,283,21491,,,,,,,,,,,,,,,,,,,,,,,,
01392,Samognat,247,699,24119,,,,,,,,,,,,,,,,,,,,,,,,
01393,Sandrans,196,543,22385,,,,,,,,,,,,,,,,,,,,,,,,
01396,Sault-Brénaz,428,962,19360,,,,,,,,,,,,,,,,,,,,,,,,
01397,Sauverny,341,834,39085,,,,,,,,,,,,,,,,,,,,,,,,
01398,Savigneux,506,1376,23399,,,,,,,,,,,,,,,,,,,,,,,,
01399,Ségny,666,1705,39965,,,,,,,,,,,,,,,,,,,,,,,,
01400,Seillonnaz,65,147,19805,,,,,,,,,,,,,,,,,,,,,,,,
01401,Sergy,688,1788,41367,,,,,,,,,,,,,,,,,,,,,,,,
01402,Sermoyer,291,663,19362,,,,,,,,,,,,,,,,,,,,,,,,
01403,Serrières-de-Briord,542,1288,20437,,,,,,,,,,,,,,,,,,,,,,,,
01404,Serrières-sur-Ain,66,127,21970,,,,,,,,,,,,,,,,,,,,,,,,
01405,Servas,476,1263,20224,,,,,,,,,,,,,,,,,,,,,,,,
01406,Servignat,73,163,19397,,,,,,,,,,,,,,,,,,,,,,,,
01407,Seyssel,424,906,21737,,,,,,,,,,,,,,,,,,,,,,,,
01408,Simandre-sur-Suran,266,657,21621,,,,,,,,,,,,,,,,,,,,,,,,
01410,Sonthonnax-la-Montagne,131,331,24845,,,,,,,,,,,,,,,,,,,,,,,,
01411,Souclin,122,265,20823,,,,,,,,,,,,,,,,,,,,,,,,
01412,Sulignat,219,570,23304,,,,,,,,,,,,,,,,,,,,,,,,
01415,Talissieu,207,431,21216,,,,,,,,,,,,,,,,,,,,,,,,
01416,Tenay,442,950,17555,,,,,,,,,,,,,,,,,,,,,,,,
01418,Thil,378,1109,28080,,,,,,,,,,,,,,,,,,,,,,,,
01419,Thoiry,2051,5214,35886,50,14,,,13,19,,,13,19,86.2,81.4,2.5,2.3,19.3,9.4,1.0,0.4,0.3,0.3,-15.9,8640,82296,9.5
01420,Thoissey,742,1459,18262,,,,,,,,,,,,,,,,,,,,,,,,
01421,Torcieu,323,756,21500,,,,,,,,,,,,,,,,,,,,,,,,
01422,Tossiat,549,1372,23329,,,,,,,,,,,,,,,,,,,,,,,,
01423,Toussieux,385,1094,24496,,,,,,,,,,,,,,,,,,,,,,,,
01424,Tramoyes,627,1747,28034,,,,,,,,,,,,,,,,,,,,,,,,
01425,La Tranclière,114,283,22743,,,,,,,,,,,,,,,,,,,,,,,,
01426,Val-Revermont,1037,2524,21359,53,,,,,,,,,,77.6,68.1,2.8,6.7,26.5,7.9,3.9,2.2,0.9,0.8,-15.9,13360,35310,2.6
01427,Trévoux,2764,6728,21173,53,12,,15,13,,,,,22,78.6,70.8,3.8,4.0,23.4,8.3,5.6,2.6,1.4,1.5,-15.9,11638,36636,3.1
01428,Valeins,45,128,24142,,,,,,,,,,,,,,,,,,,,,,,,
01429,Vandeins,256,664,21690,,,,,,,,,,,,,,,,,,,,,,,,
01430,Varambon,241,551,20769,,,,,,,,,,,,,,,,,,,,,,,,
01431,Vaux-en-Bugey,518,1257,22669,,,,,,,,,,,,,,,,,,,,,,,,
01432,Verjon,136,296,21884,,,,,,,,,,,,,,,,,,,,,,,,
01433,Vernoux,96,266,18430,,,,,,,,,,,,,,,,,,,,,,,,
01434,Versailleux,159,447,23679,,,,,,,,,,,,,,,,,,,,,,,,
01435,Versonnex,733,1924,36725,,,,,,,,,,,,,,,,,,,,,,,,
01436,Vesancy,195,454,40553,,,,,,,,,,,,,,,,,,,,,,,,
01437,Vescours,87,227,18144,,,,,,,,,,,,,,,,,,,,,,,,
01439,Vésines,40,100,21817,,,,,,,,,,,,,,,,,,,,,,,,
01441,Vieu-d'Izenave,264,708,21783,,,,,,,,,,,,,,,,,,,,,,,,
01443,Villars-les-Dombes,1976,4573,22386,55,6,,,,,,,,,76.9,71.6,2.7,2.5,26.8,7.3,4.0,2.2,0.9,0.9,-15.0,13828,34495,2.5
01444,Villebois,489,1127,21088,,,,,,,,,,,,,,,,,,,,,,,,
01445,Villemotier,241,650,20842,,,,,,,,,,,,,,,,,,,,,,,,
01446,Villeneuve,526,1477,22932,,,,,,,,,,,,,,,,,,,,,,,,
01447,Villereversure,491,1181,20182,,,,,,,,,,,,,,,,,,,,,,,,
01448,Villes,153,383,29867,,,,,,,,,,,,,,,,,,,,,,,,
01449,Villette-sur-Ain,284,762,23925,,,,,,,,,,,,,,,,,,,,,,,,
01450,Villieu-Loyes-Mollon,1384,3628,23894,61,,,,,,,,,,81.8,73.3,2.7,5.8,23.2,8.7,3.2,2.2,0.5,0.5,-16.9,14766,39237,2.7
01451,Viriat,2555,6329,22892,64,7,,,,,,,,17,70.2,63.9,2.1,4.2,30.9,11.3,3.8,2.2,0.8,0.8,-16.2,13573,37123,2.7
01452,Virieu-le-Grand,485,1040,19370,,,,,,,,,,,,,,,,,,,,,,,,
01453,Arvière-en-Valromey,297,641,21483,,,,,,,,,,,,,,,,,,,,,,,,
01454,Virignin,396,1031,20638,,,,,,,,,,,,,,,,,,,,,,,,
01456,Vongnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
01457,Vonnas,1202,2874,20237,46,10,,,,,,,,20,63.8,56.8,2.9,4.1,34.4,10.2,5.5,2.9,1.2,1.3,-13.9,12527,31476,2.5
02001,Abbécourt,193,509,19361,,,,,,,,,,,,,,,,,,,,,,,,
02002,Achery,231,583,20268,,,,,,,,,,,,,,,,,,,,,,,,
02003,Acy,399,1029,21009,,,,,,,,,,,,,,,,,,,,,,,,
02004,Agnicourt-et-Séchelles,75,177,17132,,,,,,,,,,,,,,,,,,,,,,,,
02005,Aguilcourt,148,399,21770,,,,,,,,,,,,,,,,,,,,,,,,
02006,Aisonville-et-Bernoville,118,288,19902,,,,,,,,,,,,,,,,,,,,,,,,
02007,Aizelles,47,120,22389,,,,,,,,,,,,,,,,,,,,,,,,
02008,Aizy-Jouy,107,297,19928,,,,,,,,,,,,,,,,,,,,,,,,
02009,Alaincourt,198,518,20014,,,,,,,,,,,,,,,,,,,,,,,,
02010,Allemant,64,176,19407,,,,,,,,,,,,,,,,,,,,,,,,
02011,Ambleny,472,1224,21942,,,,,,,,,,,,,,,,,,,,,,,,
02012,Ambrief,,,,,,,,,,,,,,,,,,,,,,,,,,,
02013,Amifontaine,153,397,19943,,,,,,,,,,,,,,,,,,,,,,,,
02014,Amigny-Rouy,293,768,21006,,,,,,,,,,,,,,,,,,,,,,,,
02015,Ancienville,,,,,,,,,,,,,,,,,,,,,,,,,,,
02016,Andelain,83,225,19194,,,,,,,,,,,,,,,,,,,,,,,,
02017,Anguilcourt-le-Sart,114,303,19195,,,,,,,,,,,,,,,,,,,,,,,,
02018,Anizy-le-Grand,1060,2501,19000,47,17,,,,,,,,35,62.3,54.7,3.3,4.3,36.3,9.2,6.8,2.9,2.2,1.6,-14.6,10743,30997,2.9
02019,Annois,153,345,18981,,,,,,,,,,,,,,,,,,,,,,,,
02020,Any-Martin-Rieux,186,469,18756,,,,,,,,,,,,,,,,,,,,,,,,
02021,Archon,,,,,,,,,,,,,,,,,,,,,,,,,,,
02022,Arcy-Sainte-Restitue,163,414,19164,,,,,,,,,,,,,,,,,,,,,,,,
02023,Armentières-sur-Ourcq,45,108,21631,,,,,,,,,,,,,,,,,,,,,,,,
02024,Arrancy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02025,Artemps,134,364,21226,,,,,,,,,,,,,,,,,,,,,,,,
02027,Assis-sur-Serre,96,217,20068,,,,,,,,,,,,,,,,,,,,,,,,
02028,Athies-sous-Laon,1085,2658,20921,52,11,,,,,,,,,72.9,67.5,2.7,2.6,30.3,6.4,4.7,2.2,1.4,1.1,-14.3,12197,32610,2.7
02029,Attilly,142,369,21194,,,,,,,,,,,,,,,,,,,,,,,,
02030,Aubencheul-aux-Bois,113,273,19131,,,,,,,,,,,,,,,,,,,,,,,,
02031,Aubenton,275,637,15827,,,,,,,,,,,,,,,,,,,,,,,,
02032,Aubigny-aux-Kaisnes,91,241,18485,,,,,,,,,,,,,,,,,,,,,,,,
02033,Aubigny-en-Laonnois,,,,,,,,,,,,,,,,,,,,,,,,,,,
02034,Audignicourt,45,116,19914,,,,,,,,,,,,,,,,,,,,,,,,
02035,Audigny,96,260,16985,,,,,,,,,,,,,,,,,,,,,,,,
02036,Augy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02037,Aulnois-sous-Laon,541,1418,20586,,,,,,,,,,,,,,,,,,,,,,,,
02038,Les Autels,,,,,,,,,,,,,,,,,,,,,,,,,,,
02039,Autremencourt,57,148,18942,,,,,,,,,,,,,,,,,,,,,,,,
02040,Autreppes,69,184,18321,,,,,,,,,,,,,,,,,,,,,,,,
02041,Autreville,334,833,20724,,,,,,,,,,,,,,,,,,,,,,,,
02042,Azy-sur-Marne,165,404,22456,,,,,,,,,,,,,,,,,,,,,,,,
02043,Bagneux,,,,,,,,,,,,,,,,,,,,,,,,,,,
02044,Bancigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
02046,Barenton-Bugny,234,576,20213,,,,,,,,,,,,,,,,,,,,,,,,
02047,Barenton-Cel,50,128,18064,,,,,,,,,,,,,,,,,,,,,,,,
02048,Barenton-sur-Serre,55,123,21363,,,,,,,,,,,,,,,,,,,,,,,,
02049,Barisis-aux-Bois,308,753,21423,,,,,,,,,,,,,,,,,,,,,,,,
02050,Barzy-en-Thiérache,125,306,17946,,,,,,,,,,,,,,,,,,,,,,,,
02051,Barzy-sur-Marne,159,393,23175,,,,,,,,,,,,,,,,,,,,,,,,
02052,Bassoles-Aulers,57,132,17745,,,,,,,,,,,,,,,,,,,,,,,,
02053,Vallées en Champagne,232,549,23885,,,,,,,,,,,,,,,,,,,,,,,,
02054,Bazoches-sur-Vesles,175,460,21358,,,,,,,,,,,,,,,,,,,,,,,,
02055,Beaumé,,,,,,,,,,,,,,,,,,,,,,,,,,,
02056,Beaumont-en-Beine,69,186,19839,,,,,,,,,,,,,,,,,,,,,,,,
02057,Beaurevoir,543,1356,16922,,,,,,,,,,,,,,,,,,,,,,,,
02058,Beaurieux,311,831,18536,,,,,,,,,,,,,,,,,,,,,,,,
02059,Beautor,1167,2653,16038,34,29,,,39,,,,,46,60.4,53.8,4.4,2.2,35.1,4.5,11.5,3.6,4.8,3.1,-11.5,9061,26458,2.9
02060,Beauvois-en-Vermandois,105,271,20616,,,,,,,,,,,,,,,,,,,,,,,,
02061,Becquigny,86,252,18641,,,,,,,,,,,,,,,,,,,,,,,,
02062,Belleau,50,139,23628,,,,,,,,,,,,,,,,,,,,,,,,
02063,Bellenglise,146,382,19244,,,,,,,,,,,,,,,,,,,,,,,,
02064,Belleu,1651,3651,18155,44,18,,,,,,,,30,62.8,57.1,3.6,2.1,36.8,6.9,7.2,2.4,2.9,1.9,-13.7,10362,31133,3.0
02065,Bellicourt,243,605,18785,,,,,,,,,,,,,,,,,,,,,,,,
02066,Benay,83,190,21539,,,,,,,,,,,,,,,,,,,,,,,,
02067,Bergues-sur-Sambre,89,223,19901,,,,,,,,,,,,,,,,,,,,,,,,
02068,Berlancourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
02069,Berlise,47,112,16181,,,,,,,,,,,,,,,,,,,,,,,,
02070,Bernot,181,451,18981,,,,,,,,,,,,,,,,,,,,,,,,
02071,Berny-Rivière,253,657,21438,,,,,,,,,,,,,,,,,,,,,,,,
02072,Berrieux,78,185,21087,,,,,,,,,,,,,,,,,,,,,,,,
02073,Berry-au-Bac,234,573,20951,,,,,,,,,,,,,,,,,,,,,,,,
02074,Bertaucourt-Epourdon,223,582,20062,,,,,,,,,,,,,,,,,,,,,,,,
02075,Berthenicourt,79,206,21184,,,,,,,,,,,,,,,,,,,,,,,,
02076,Bertricourt,54,150,22760,,,,,,,,,,,,,,,,,,,,,,,,
02077,Berzy-le-Sec,156,397,21914,,,,,,,,,,,,,,,,,,,,,,,,
02078,Besmé,61,170,18058,,,,,,,,,,,,,,,,,,,,,,,,
02079,Besmont,64,147,19277,,,,,,,,,,,,,,,,,,,,,,,,
02080,Besny-et-Loizy,140,348,22919,,,,,,,,,,,,,,,,,,,,,,,,
02081,Béthancourt-en-Vaux,159,436,20313,,,,,,,,,,,,,,,,,,,,,,,,
02082,Beugneux,46,108,19768,,,,,,,,,,,,,,,,,,,,,,,,
02083,Beuvardes,289,758,20764,,,,,,,,,,,,,,,,,,,,,,,,
02084,Bézu-le-Guéry,97,244,21753,,,,,,,,,,,,,,,,,,,,,,,,
02085,Bézu-Saint-Germain,347,1076,21323,,,,,,,,,,,,,,,,,,,,,,,,
02086,Bichancourt,412,1026,20831,,,,,,,,,,,,,,,,,,,,,,,,
02087,Bieuxy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02088,Bièvres,,,,,,,,,,,,,,,,,,,,,,,,,,,
02089,Billy-sur-Aisne,483,1111,20403,,,,,,,,,,,,,,,,,,,,,,,,
02090,Billy-sur-Ourcq,78,216,20266,,,,,,,,,,,,,,,,,,,,,,,,
02091,Blanzy-lès-Fismes,39,100,21718,,,,,,,,,,,,,,,,,,,,,,,,
02093,Blérancourt,523,1252,18014,,,,,,,,,,,,,,,,,,,,,,,,
02094,Blesmes,176,431,22177,,,,,,,,,,,,,,,,,,,,,,,,
02095,Bohain-en-Vermandois,2334,5456,14451,30,38,,52,47,41,18,,19,57,53.0,44.9,4.9,3.1,34.9,8.2,15.3,4.4,6.5,4.4,-11.4,8302,25428,3.1
02096,Bois-lès-Pargny,81,202,21468,,,,,,,,,,,,,,,,,,,,,,,,
02097,Boncourt,100,241,18859,,,,,,,,,,,,,,,,,,,,,,,,
02098,Bonneil,148,390,22106,,,,,,,,,,,,,,,,,,,,,,,,
02099,Bonnesvalyn,88,240,22127,,,,,,,,,,,,,,,,,,,,,,,,
02100,Bony,47,129,17585,,,,,,,,,,,,,,,,,,,,,,,,
02101,Bosmont-sur-Serre,71,170,18726,,,,,,,,,,,,,,,,,,,,,,,,
02102,Bouconville-Vauclair,71,184,22140,,,,,,,,,,,,,,,,,,,,,,,,
02103,Boué,570,1286,18984,,,,,,,,,,,,,,,,,,,,,,,,
02104,Bouffignereux,,,,,,,,,,,,,,,,,,,,,,,,,,,
02105,Bouresches,75,194,19603,,,,,,,,,,,,,,,,,,,,,,,,
02106,Bourg-et-Comin,284,717,18360,,,,,,,,,,,,,,,,,,,,,,,,
02107,Bourguignon-sous-Coucy,33,102,15425,,,,,,,,,,,,,,,,,,,,,,,,
02108,Bourguignon-sous-Montbavin,62,165,22932,,,,,,,,,,,,,,,,,,,,,,,,
02109,La Bouteille,199,493,18697,,,,,,,,,,,,,,,,,,,,,,,,
02110,Braine,900,2067,18358,39,19,,,,,,,,36,66.0,55.7,3.2,7.2,31.7,8.2,7.3,2.9,2.5,1.9,-13.2,10451,30939,3.0
02111,Brancourt-en-Laonnois,267,682,21264,,,,,,,,,,,,,,,,,,,,,,,,
02112,Brancourt-le-Grand,235,593,20158,,,,,,,,,,,,,,,,,,,,,,,,
02114,Brasles,595,1385,21316,,,,,,,,,,,,,,,,,,,,,,,,
02115,Braye-en-Laonnois,85,218,19334,,,,,,,,,,,,,,,,,,,,,,,,
02116,Braye-en-Thiérache,56,146,20566,,,,,,,,,,,,,,,,,,,,,,,,
02117,Bray-Saint-Christophe,,,,,,,,,,,,,,,,,,,,,,,,,,,
02118,Braye,45,117,20153,,,,,,,,,,,,,,,,,,,,,,,,
02119,Brécy,126,318,20782,,,,,,,,,,,,,,,,,,,,,,,,
02120,Brenelle,77,205,19062,,,,,,,,,,,,,,,,,,,,,,,,
02121,Breny,91,249,18518,,,,,,,,,,,,,,,,,,,,,,,,
02122,Brie,,,,,,,,,,,,,,,,,,,,,,,,,,,
02123,Brissay-Choigny,126,300,19843,,,,,,,,,,,,,,,,,,,,,,,,
02124,Brissy-Hamégicourt,274,647,19812,,,,,,,,,,,,,,,,,,,,,,,,
02125,Brumetz,65,187,20189,,,,,,,,,,,,,,,,,,,,,,,,
02126,Brunehamel,198,460,16816,,,,,,,,,,,,,,,,,,,,,,,,
02127,Bruyères-sur-Fère,80,188,20385,,,,,,,,,,,,,,,,,,,,,,,,
02128,Bruyères-et-Montbérault,668,1570,21852,,,,,,,,,,,,,,,,,,,,,,,,
02129,Bruys,,,,,,,,,,,,,,,,,,,,,,,,,,,
02130,Bucilly,83,207,17880,,,,,,,,,,,,,,,,,,,,,,,,
02131,Bucy-le-Long,768,1915,21877,,,,,,,,,,,,,,,,,,,,,,,,
02132,Bucy-lès-Cerny,76,210,21338,,,,,,,,,,,,,,,,,,,,,,,,
02133,Bucy-lès-Pierrepont,178,404,17698,,,,,,,,,,,,,,,,,,,,,,,,
02134,Buire,357,860,18470,,,,,,,,,,,,,,,,,,,,,,,,
02135,Buironfosse,459,1101,17046,,,,,,,,,,,,,,,,,,,,,,,,
02136,Burelles,54,129,17943,,,,,,,,,,,,,,,,,,,,,,,,
02137,Bussiares,48,132,22990,,,,,,,,,,,,,,,,,,,,,,,,
02138,Buzancy,71,186,24961,,,,,,,,,,,,,,,,,,,,,,,,
02139,Caillouël-Crépigny,171,442,22102,,,,,,,,,,,,,,,,,,,,,,,,
02140,Camelin,166,454,19837,,,,,,,,,,,,,,,,,,,,,,,,
02141,La Capelle,786,1648,16882,,,,,,,,,,,,,,,,,,,,,,,,
02142,Castres,87,246,22405,,,,,,,,,,,,,,,,,,,,,,,,
02143,Le Catelet,81,193,17205,,,,,,,,,,,,,,,,,,,,,,,,
02144,Caulaincourt,50,142,22211,,,,,,,,,,,,,,,,,,,,,,,,
02145,Caumont,224,580,20716,,,,,,,,,,,,,,,,,,,,,,,,
02146,Celles-lès-Condé,,,,,,,,,,,,,,,,,,,,,,,,,,,
02148,Celles-sur-Aisne,100,253,19926,,,,,,,,,,,,,,,,,,,,,,,,
02149,Cerizy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02150,Cerny-en-Laonnois,,,,,,,,,,,,,,,,,,,,,,,,,,,
02151,Cerny-lès-Bucy,50,118,25008,,,,,,,,,,,,,,,,,,,,,,,,
02152,Cerseuil,,,,,,,,,,,,,,,,,,,,,,,,,,,
02153,Cessières-Suzy,316,790,20967,,,,,,,,,,,,,,,,,,,,,,,,
02154,Chacrise,139,380,20987,,,,,,,,,,,,,,,,,,,,,,,,
02155,Chaillevois,78,176,21433,,,,,,,,,,,,,,,,,,,,,,,,
02156,Chalandry,99,256,20156,,,,,,,,,,,,,,,,,,,,,,,,
