IRIS,Libellé de l'IRIS,Commune ou ARM,Libellé commune ou ARM,Part des ménages fiscaux imposés (%),Taux de bas revenus déclarés au seuil de 60 % (%),1er quartile (€),Médiane (€),3e quartile (€),Écart inter-quartile rapporté à la médiane,1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%),Note de précaution (voir onglet seuils)
IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP15,DEC_TP6015,DEC_Q115,DEC_MED15,DEC_Q315,DEC_EQ15,DEC_D115,DEC_D215,DEC_D315,DEC_D415,DEC_D615,DEC_D715,DEC_D815,DEC_D915,DEC_RD15,DEC_S80S2015,DEC_GI15,DEC_PACT15,DEC_PTSA15,DEC_PCHO15,DEC_PBEN15,DEC_PPEN15,DEC_PAUT15,DEC_NOTE15
920260506,Dominos,92026,Courbevoie,,,9000,17180,28780,1.15,3866,7228,10282,14103,20866,26310,31448,40544,10.5,14.5,0.44,79.6,71.0,3.9,4.7,15.3,5.1,0
920260601,Visien,92026,Courbevoie,78,11.3,20725,32510,46970,0.81,11540,17948,22912,26876,37636,43446,51330,63852,5.5,7.1,0.35,83.0,76.1,2.4,4.4,13.8,3.3,0
920260602,Kruger,92026,Courbevoie,78,12.3,20358,33734,51200,0.91,10444,17538,22966,28224,40314,46760,55980,70884,6.8,8.5,0.38,81.9,76.3,1.8,3.8,12.4,5.7,0
920260603,Parmentier,92026,Courbevoie,76,13.3,19566,30908,48134,0.92,10124,16438,21876,26828,36712,43500,52460,68356,6.8,9.0,0.39,76.6,71.9,2.0,2.7,18.4,5.0,0
920260701,de Gaulle,92026,Courbevoie,79,,19984,30482,45810,0.85,11576,17372,22742,27002,37252,42214,51296,61788,5.3,6.6,0.34,67.0,62.0,1.7,3.4,26.7,6.2,0
920260702,Hotel de Ville,92026,Courbevoie,71,19.7,15252,24774,38644,0.94,8734,12536,16662,21228,29536,35328,41684,53380,6.1,7.8,0.36,79.7,73.7,2.7,3.2,16.5,3.9,1
920260703,Carole Hubert,92026,Courbevoie,75,13.2,19222,31692,43736,0.77,9828,16470,21588,26538,36732,41078,46792,55964,5.7,7.2,0.34,74.5,67.7,3.3,3.5,20.6,4.9,0
920260704,Montagne,92026,Courbevoie,78,10.6,21312,32060,47566,0.82,12066,18484,23606,28308,37254,43818,51876,69436,5.8,7.0,0.35,75.0,68.1,2.4,4.4,20.8,4.3,0
920260705,Sainte-Marie,92026,Courbevoie,81,,25550,39128,55792,0.77,15056,22578,28212,33592,44746,51476,60508,81774,5.4,7.2,0.36,63.9,57.3,1.7,4.9,27.2,8.9,0
920320101,Scarron,92032,Fontenay-aux-Roses,66,21.7,13234,21900,32394,0.87,6516,11766,14776,18206,26002,30094,34716,43250,6.6,7.0,0.34,70.6,67.1,2.4,1.1,27.5,1.9,0
920320102,Buffets-Fauvettes,92032,Fontenay-aux-Roses,67,20.3,14190,22926,32972,0.82,8306,12276,16008,19786,26184,30588,36286,45446,5.5,6.5,0.33,72.7,68.2,2.9,1.6,24.2,3.1,0
920320103,Paradis-Blagis,92032,Fontenay-aux-Roses,,,8396,14212,20720,0.87,3988,7486,9810,12052,16504,19108,22790,28100,7.0,8.5,0.36,75.2,69.2,5.2,0.8,23.5,1.3,0
920320104,Gare-La Roue,92032,Fontenay-aux-Roses,83,,25160,37066,51134,0.70,14828,22504,27206,32682,41636,47748,55352,69968,4.7,5.8,0.32,72.6,66.8,2.5,3.3,22.0,5.4,0
920320105,Parc,92032,Fontenay-aux-Roses,76,12.2,18110,26948,40536,0.83,11380,16362,19954,22908,31076,37018,44180,56238,4.9,5.9,0.33,70.1,65.4,2.1,2.6,26.3,3.6,0
920320106,Pierrelais,92032,Fontenay-aux-Roses,72,15.6,15842,24672,36216,0.83,8868,14054,17538,21630,28478,33764,39986,51522,5.8,6.9,0.35,71.9,66.8,2.5,2.6,24.9,3.2,0
920320107,Pervenches,92032,Fontenay-aux-Roses,77,12.2,18444,27764,41374,0.83,11672,15860,20214,23782,32752,37592,45246,59420,5.1,6.6,0.36,76.2,72.0,1.8,2.4,20.5,3.3,0
920320108,Val Content,92032,Fontenay-aux-Roses,68,19.8,14280,22818,35034,0.91,8282,12400,15696,18928,26888,31486,38282,48684,5.9,7.5,0.36,77.5,72.7,2.3,2.5,19.5,3.0,0
920320109,Ormeaux,92032,Fontenay-aux-Roses,78,10.1,20398,32060,46850,0.83,12270,17630,22574,27780,37320,43406,52850,68380,5.6,7.2,0.37,70.0,65.1,1.5,3.4,24.1,5.9,0
920320110,Renards,92032,Fontenay-aux-Roses,80,,22640,33696,47418,0.74,13744,20608,25414,29332,38278,44596,52908,64848,4.7,5.7,0.32,69.7,65.2,1.5,3.0,24.7,5.6,0
920320111,Rer-Lombart,92032,Fontenay-aux-Roses,80,,22550,33674,44306,0.65,14014,20522,24568,28794,37210,41250,48596,60438,4.3,5.2,0.31,71.7,67.0,1.7,3.1,23.1,5.1,0
920330101,Buzenval,92033,Garches,80,10.7,20784,33690,54102,0.99,11516,17968,22726,27212,40012,48330,60300,80476,7.0,9.3,0.42,76.3,69.7,2.2,4.3,16.3,7.5,0
920330102,La Verboise,92033,Garches,79,9.7,20206,32340,45578,0.78,12552,18248,23232,27772,36514,42310,50041,65328,5.2,6.6,0.35,73.4,66.2,2.9,4.2,22.4,4.3,0
920330103,Les Bures,92033,Garches,86,,31176,45240,72308,0.91,19956,27688,33986,40218,52036,64840,81760,105818,5.3,10.2,0.48,77.2,71.8,1.4,3.9,14.5,8.4,0
920330104,Cote Saint-Louis,92033,Garches,78,,23402,35794,56038,0.91,14074,20638,25066,30056,42186,51268,62206,89326,6.3,8.3,0.40,70.8,63.4,1.6,5.8,20.7,8.5,0
920330105,Mairie,92033,Garches,85,,27752,42306,64884,0.88,16810,24500,30466,36364,49560,57904,70210,93500,5.6,7.4,0.38,63.9,56.4,1.9,5.6,25.4,10.7,0
920330106,Petit Garches,92033,Garches,79,,21920,38714,62138,1.04,13102,19360,24218,31227,47574,57138,69154,97696,7.5,9.7,0.42,75.5,68.9,2.3,4.4,15.7,8.7,0
920330107,Porte Jaune,92033,Garches,,,22038,37390,58808,0.98,12494,19576,24382,30130,45204,53126,66830,84386,6.8,8.5,0.39,75.4,67.7,2.2,5.5,18.9,5.7,0
920330108,Poincare,92033,Garches,80,8.3,21570,33057,61962,1.22,13638,19214,23120,27702,42290,53990,69004,105498,7.7,13.0,0.52,69.1,60.5,1.5,7.0,13.0,18.0,0
920350101,Zac de Charlebourg,92035,La Garenne-Colombes,72,16.5,16836,26668,38588,0.82,9346,14170,18950,22754,31012,35768,41408,51422,5.5,6.8,0.34,85.2,81.3,2.4,1.5,12.8,2.0,0
920350102,Champs Philippe Sud,92035,La Garenne-Colombes,73,16.9,16112,26956,38590,0.83,8816,13918,18876,23322,31538,35918,41802,54216,6.1,7.5,0.34,84.3,78.8,3.6,1.9,12.6,3.1,0
920350103,General Leclerc,92035,La Garenne-Colombes,76,14.1,19210,31254,46710,0.88,9006,16182,21988,26626,36888,42078,51378,70200,7.8,9.1,0.38,79.8,71.7,2.6,5.5,15.9,4.3,0
920350104,Mederic,92035,La Garenne-Colombes,82,,24193,35252,52550,0.80,15454,21356,26150,30476,41872,48628,58580,76086,4.9,6.5,0.35,76.2,69.3,2.3,4.6,18.6,5.2,0
920350105,Sartoris,92035,La Garenne-Colombes,80,7.9,22582,33356,49640,0.81,13844,19764,24570,28632,39390,45252,55100,72616,5.2,6.7,0.36,76.1,71.1,2.4,2.6,17.5,6.4,0
920350106,Vallees,92035,La Garenne-Colombes,74,12.9,19402,28524,41222,0.76,10458,16922,21706,25380,33626,38126,45462,57114,5.5,7.3,0.35,78.7,71.9,2.6,4.3,17.2,4.0,0
920350108,Souvenir Francais,92035,La Garenne-Colombes,78,10.3,20018,32589,48490,0.87,12198,17360,23078,27498,37872,44688,52218,68702,5.6,7.5,0.37,80.3,74.3,2.5,3.5,14.2,5.5,0
920350109,Chedal Anglay,92035,La Garenne-Colombes,78,12.0,20172,32906,49928,0.90,10502,17774,22534,27372,38918,46246,55072,71732,6.8,8.4,0.38,80.7,74.3,2.4,3.9,13.2,6.2,0
920350110,Chateau Ridel,92035,La Garenne-Colombes,83,7.0,24608,37110,52130,0.74,15046,22414,26974,32640,41514,48928,57766,75870,5.0,6.0,0.33,81.9,75.3,2.7,3.8,13.4,4.8,0
920350111,Plaisance,92035,La Garenne-Colombes,81,8.9,22502,34174,49358,0.79,12978,19354,24704,29290,39174,45686,53538,68484,5.3,6.6,0.35,83.0,77.2,2.5,3.3,12.5,4.5,0
920350112,Moulin Bailly,92035,La Garenne-Colombes,,,16518,25342,35408,0.75,8638,13546,18512,22292,28788,33410,37704,47664,5.5,6.5,0.32,75.6,70.4,2.6,2.5,22.1,2.4,0
920360101,Luth 1,92036,Gennevilliers,45,38.4,8924,14270,20942,0.84,4284,6874,9982,12654,16414,19196,22920,27782,6.5,7.9,0.34,76.1,68.8,6.8,0.6,23.1,0.7,0
920360102,Luth 2,92036,Gennevilliers,39,46.7,7516,12990,20787,1.02,2470,5692,8786,10514,15566,18936,22486,28364,11.5,11.6,0.37,70.6,64.4,5.4,0.8,29.0,0.4,0
920360103,Luth 3,92036,Gennevilliers,35,51.2,7018,12172,17670,0.88,3246,5922,8046,10254,14130,16176,18888,24408,7.5,8.0,0.35,71.2,,,,28.7,0.1,1
920360104,Luth 4,92036,Gennevilliers,44,41.7,9070,13774,20736,0.85,5376,7728,10196,12058,15764,18976,22752,29470,5.5,6.8,0.34,74.7,68.0,5.2,1.5,24.0,1.3,1
920360201,Fosse de l'Aumone 1,92036,Gennevilliers,40,45.3,7818,13304,19574,0.88,3248,6518,8592,10980,15506,17792,21438,26180,8.1,9.1,0.35,73.4,66.7,5.6,1.0,25.7,1.0,0
920360202,Fosse de l'Aumone 2,92036,Gennevilliers,51,35.3,10030,16012,24648,0.91,5830,8600,11136,13474,19206,22434,26900,32434,5.6,7.0,0.34,75.8,68.5,5.3,2.1,22.3,1.8,0
920360203,Fosse de l'Aumone 3,92036,Gennevilliers,51,32.7,9718,17076,26828,1.00,4584,8502,11490,14978,20848,24432,29552,35736,7.8,8.9,0.36,72.7,65.6,4.4,2.7,24.6,2.7,0
920360204,Fosse de l'Aumone 4,92036,Gennevilliers,47,39.3,9298,16192,25106,0.98,4716,7778,10246,12531,19586,22800,27138,34142,7.2,9.5,0.38,72.4,64.7,4.6,3.0,26.0,1.7,0
920360301,Agnettes 1,92036,Gennevilliers,43,39.7,8590,14674,21446,0.88,3670,7048,10044,12396,16862,20100,23734,28146,7.7,9.1,0.35,66.9,59.5,6.4,1.0,32.6,0.5,0
920360302,Agnettes 2,92036,Gennevilliers,40,46.2,7820,13016,19918,0.93,2928,6092,8988,11008,15698,18344,21192,26164,8.9,10.1,0.36,76.7,70.1,5.6,0.9,22.4,1.0,0
920360303,Agnettes 3,92036,Gennevilliers,39,50.2,6406,12214,19324,1.06,2208,5240,7458,9776,14732,17896,21312,26118,11.8,13.3,0.40,69.6,63.1,5.6,0.9,29.7,0.7,0
920360401,Gresillons 1,92036,Gennevilliers,,,7716,14676,20526,0.87,4990,6964,9028,12074,16886,19210,21988,27002,5.4,6.6,0.33,71.4,,,,27.9,0.6,0
920360402,Gresillons 2,92036,Gennevilliers,45,42.9,7948,14600,23388,1.06,3834,6758,9218,11466,18172,21320,24990,31304,8.2,10.2,0.38,83.7,75.7,6.0,1.9,15.1,1.3,0
920360403,Gresillons 3,92036,Gennevilliers,41,39.5,8476,14430,20568,0.84,3232,6834,9900,12402,16544,19192,22750,28594,8.8,9.4,0.37,83.4,76.0,5.4,2.0,15.4,1.2,0
920360501,Village Chandon 1,92036,Gennevilliers,55,32.6,10514,17322,26306,0.91,5906,8578,11868,14584,21082,24450,28604,36362,6.2,7.6,0.35,89.6,83.2,4.5,1.8,9.0,1.5,1
920360502,Village Chandon 2,92036,Gennevilliers,49,34.2,10260,16700,24440,0.85,5916,8886,11494,14040,19171,22566,26442,33168,5.6,6.8,0.33,84.9,78.2,4.8,1.9,13.3,1.8,0
920360503,Village Chandon 3,92036,Gennevilliers,55,31.1,10524,18374,26845,0.89,5626,9238,11994,15296,21020,24638,29222,35693,6.3,7.8,0.35,79.6,74.1,3.9,1.6,18.5,1.9,0
920360504,Village Chandon 4,92036,Gennevilliers,51,34.1,9796,17502,26862,0.98,5528,8598,11088,13932,20764,24264,30070,37234,6.7,8.2,0.36,77.5,71.1,4.1,2.3,19.9,2.6,0
920400101,Les Varennes Foucher Lepelletier,92040,Issy-les-Moulineaux,75,11.7,19186,31554,46340,0.86,10938,17106,21652,25838,35982,42258,50320,63860,5.8,6.9,0.34,73.7,68.6,2.5,2.6,22.5,3.8,0
920400102,Matrat Voisembert,92040,Issy-les-Moulineaux,85,,28394,41024,54018,0.62,17938,25524,30988,35984,45260,49792,58840,71216,4.0,5.0,0.30,73.7,67.5,1.9,4.3,21.7,4.6,0
920400103,Corentin Celton,92040,Issy-les-Moulineaux,84,6.5,25320,38483,54248,0.75,14978,22580,28160,32804,44112,50650,59446,73550,4.9,6.2,0.34,75.9,71.1,2.0,2.9,18.0,6.0,0
920400201,Parc Jean Paul Ii,92040,Issy-les-Moulineaux,76,13.3,19784,30422,43440,0.78,10554,16846,21976,26490,34370,39968,47778,59024,5.6,6.9,0.34,74.5,68.6,2.4,3.6,21.6,3.8,0
920400202,Espaces Jeunes,92040,Issy-les-Moulineaux,76,,20032,31926,45590,0.80,10654,16918,22980,27446,36614,43542,50958,68754,6.5,7.6,0.36,75.9,70.2,2.6,3.1,19.3,4.8,0
920400203,Palais des Congres Mail Menand,92040,Issy-les-Moulineaux,76,11.8,20074,31338,45800,0.82,11134,16946,22040,26510,37024,42798,50302,65862,5.9,7.5,0.36,78.8,73.3,2.3,3.2,16.6,4.6,0
920400204,Travailleurs,92040,Issy-les-Moulineaux,75,11.8,19140,29615,42522,0.79,10670,16764,20934,25124,33876,39922,46790,59480,5.6,6.8,0.35,79.8,72.8,3.0,4.0,16.1,4.1,0
920400301,Jules Guesde Montesy,92040,Issy-les-Moulineaux,80,8.2,25476,38410,55682,0.79,14240,21684,28108,32834,44456,51488,63002,81108,5.7,7.7,0.37,79.9,71.7,2.4,5.9,14.9,5.1,0
920400401,Parc Henri Barbusse,92040,Issy-les-Moulineaux,82,7.0,24456,37286,52206,0.74,14922,21872,27170,32180,42032,48492,56538,72468,4.9,6.6,0.35,78.8,72.9,2.3,3.6,16.3,4.9,0
920400402,Fort Gardes Mobiles,92040,Issy-les-Moulineaux,85,5.0,24676,34930,46808,0.63,17928,22612,26860,30924,39198,43950,50306,61240,3.4,4.3,0.28,93.6,88.3,2.3,3.0,3.8,2.6,0
920400403,Verdi,92040,Issy-les-Moulineaux,73,14.1,17702,28124,43050,0.90,10402,15278,19882,23756,33340,38800,47982,62832,6.0,7.7,0.37,78.0,69.7,3.1,5.3,17.9,4.0,0
920400404,Epinettes,92040,Issy-les-Moulineaux,76,15.2,17214,27161,40778,0.87,9360,14880,19220,23228,32240,37040,44710,55140,5.9,7.3,0.36,84.4,79.0,2.6,2.9,13.0,2.5,0
920400501,Chemins des Vignes,92040,Issy-les-Moulineaux,,,17422,28920,40890,0.81,8748,15220,19372,24374,32878,37958,43780,54764,6.3,7.0,0.34,84.8,80.0,2.5,2.4,12.5,2.6,0
920400502,La Ferme,92040,Issy-les-Moulineaux,77,11.5,19960,30466,43450,0.77,10660,17480,21910,26200,34944,40630,46928,58768,5.5,7.0,0.35,86.7,81.5,2.5,2.7,10.1,3.2,0
920400504,Colombiers 1,92040,Issy-les-Moulineaux,72,15.1,16910,27574,42410,0.92,9470,14658,19120,23528,32864,38670,46882,59834,6.3,7.8,0.37,90.8,85.5,3.1,2.2,6.4,2.8,0
920400505,Colombiers 2,92040,Issy-les-Moulineaux,78,11.5,19410,29983,42012,0.75,11054,17154,21974,25980,34488,39418,45166,56162,5.1,6.0,0.32,86.4,82.6,2.2,1.5,11.7,2.0,0
920400601,Forum Seine,92040,Issy-les-Moulineaux,82,7.8,24312,36370,52066,0.76,14300,21078,26942,31466,41373,48342,56372,72998,5.1,6.1,0.33,86.4,82.1,2.0,2.3,10.4,3.2,0
920400701,Le Petit Pont Amphibie,92040,Issy-les-Moulineaux,77,12.8,20706,35050,56626,1.02,10492,17100,23558,28660,43658,51416,63366,87214,8.3,10.8,0.42,81.7,72.1,2.4,7.2,12.3,6.0,0
920440103,Front de Seine 2,92044,Levallois-Perret,81,9.0,24560,38050,55126,0.80,13052,21428,27446,32794,43750,50708,59882,78484,6.0,7.5,0.37,83.6,75.8,2.3,5.5,10.1,6.3,0
920440104,Maurice Ravel,92044,Levallois-Perret,81,9.3,22602,36226,52932,0.84,13194,19284,25116,31152,41778,48864,57100,76906,5.8,9.7,0.43,89.2,83.1,2.2,4.0,7.5,3.2,0
920440105,Villiers-Danton 1,92044,Levallois-Perret,83,,25844,42142,61286,0.84,14954,22504,28772,34986,49302,56320,69814,88158,5.9,8.3,0.39,72.3,66.0,1.7,4.5,18.3,9.5,0
920440106,Villiers-Danton 2,92044,Levallois-Perret,79,9.2,22784,36176,58470,0.99,12710,19802,25598,30566,43212,51352,65846,83326,6.6,9.3,0.41,78.7,72.0,2.7,4.0,13.1,8.2,0
920440107,Hotel de Ville-Planchette 1,92044,Levallois-Perret,75,9.6,19502,31224,50416,0.99,12520,17326,21510,25914,37560,45490,57650,77976,6.2,8.7,0.41,69.7,64.6,2.3,2.8,21.6,8.7,0
920440108,Hotel de Ville-Planchette 2,92044,Levallois-Perret,,,24606,40044,57572,0.82,13654,21412,27544,33628,47106,53348,61866,80916,5.9,7.2,0.35,80.0,71.0,2.7,6.2,14.1,6.0,0
920440109,Wilson-Rivay 1,92044,Levallois-Perret,81,8.1,24472,36426,53926,0.81,14792,21896,26760,31980,42728,50238,60782,75644,5.1,7.0,0.37,78.4,69.3,2.4,6.7,15.1,6.5,0
920440110,Wilson-Rivay 2,92044,Levallois-Perret,79,9.7,21651,34632,52236,0.88,12690,19476,25128,30106,39962,47456,57882,79928,6.3,8.1,0.38,83.1,74.7,2.7,5.7,11.4,5.5,0
920440111,Trezel 1,92044,Levallois-Perret,79,10.3,22836,35966,55688,0.91,11772,20060,25498,30944,43654,50848,60736,78386,6.7,8.5,0.38,85.4,78.6,2.7,4.1,9.5,5.1,0
920440112,Trezel 2,92044,Levallois-Perret,72,16.0,17644,29074,40468,0.79,8564,14780,20404,24908,33260,37514,46436,59208,6.9,8.2,0.35,85.9,79.0,3.4,3.5,11.0,3.1,0
920440113,Trezel 3,92044,Levallois-Perret,76,14.2,18872,29572,43890,0.85,9640,15646,21174,25036,34344,40208,48458,63092,6.5,8.3,0.38,83.6,76.3,3.1,4.2,11.2,5.2,0
920440114,Villiers-L. Michel 1,92044,Levallois-Perret,79,10.1,23296,37813,57572,0.91,11942,20406,25576,31746,44296,53060,63678,83468,7.0,8.9,0.39,78.3,69.8,2.2,6.2,14.3,7.5,0
920440115,Villiers-L. Michel 2,92044,Levallois-Perret,78,12.0,21918,36686,55918,0.93,10678,18700,24578,30410,43460,51154,63112,84808,7.9,10.8,0.43,79.5,71.2,2.5,5.8,12.4,8.1,0
920440116,Henri Barbusse 1,92044,Levallois-Perret,77,11.5,19036,32612,48938,0.92,10672,16926,21638,27012,37954,44864,54888,71538,6.7,8.7,0.39,85.1,77.0,3.2,5.0,11.0,3.8,0
920440117,Henri Barbusse 2,92044,Levallois-Perret,77,11.4,20814,34926,53466,0.93,11336,17768,23636,29226,40278,49194,59640,79728,7.0,10.4,0.43,76.8,69.1,2.4,5.4,15.3,7.8,0
920440118,Eiffel 1,92044,Levallois-Perret,76,10.0,19472,28257,42336,0.81,12400,17736,20916,24762,33170,38254,46808,59266,4.8,6.2,0.35,69.0,63.8,2.7,2.6,25.1,5.8,0
920440120,Eiffel 3,92044,Levallois-Perret,56,24.2,12586,19992,29300,0.84,7538,11062,13914,17294,22836,27310,31216,37394,5.0,6.3,0.33,66.8,60.5,4.5,1.8,31.4,1.8,0
920440121,Eiffel 4,92044,Levallois-Perret,56,24.2,12574,19288,26996,0.75,6570,11008,14026,16600,21798,24902,29346,36860,5.6,6.5,0.32,69.0,63.4,3.9,1.7,29.4,1.6,0
920440122,Eiffel 5,92044,Levallois-Perret,60,23.1,13264,20948,30952,0.84,6838,11156,14614,17716,24308,28082,34138,44618,6.5,8.0,0.37,78.3,69.2,3.9,5.3,18.3,3.3,0
920440123,Ile de la Jatte-Square Baudin,92044,Levallois-Perret,81,7.5,24134,37086,56030,0.86,15258,21410,26466,31980,42074,50662,61338,88996,5.8,8.6,0.42,76.9,69.1,2.4,5.3,11.2,12.0,0
920440124,Villiers-Cerdan,92044,Levallois-Perret,85,6.8,29086,45934,71628,0.93,16274,25566,33142,39848,54932,64414,79986,106364,6.5,9.4,0.41,76.8,65.2,2.2,9.4,14.1,9.1,0
920440125,Georges Pompidou,92044,Levallois-Perret,85,,28384,42676,64552,0.85,18632,24956,30862,37450,49668,59510,73240,94100,5.1,6.6,0.35,78.0,69.4,2.1,6.6,14.6,7.3,0
920440126,Square Girault,92044,Levallois-Perret,70,15.1,18470,32492,49008,0.94,9000,15206,21198,27680,38428,44228,55330,72136,8.0,10.0,0.41,76.5,67.7,2.5,6.4,17.2,6.2,0
920460101,Renovation,92046,Malakoff,58,30.8,10296,18148,26864,0.91,6146,8862,11936,14965,21369,24920,28648,36552,5.9,7.7,0.35,67.0,60.8,3.9,2.3,31.0,2.0,0
920460102,Nord,92046,Malakoff,71,15.0,16554,25878,39580,0.89,9284,14660,18820,21954,30704,35706,43352,58756,6.3,8.9,0.40,77.3,67.8,3.2,6.4,15.3,7.3,0
920460103,Petit Vanves,92046,Malakoff,66,19.8,14226,24861,38068,0.96,6650,12444,16402,20906,29702,34460,41276,51936,7.8,10.6,0.40,82.0,73.4,3.7,4.9,14.2,3.8,0
920460104,Les Pierres Plates,92046,Malakoff,66,20.0,14416,23208,33740,0.83,7000,12310,15916,20056,26746,30812,36384,43064,6.2,7.2,0.33,74.5,69.2,2.7,2.5,22.6,3.0,0
920460105,Centre,92046,Malakoff,72,13.9,18388,27970,39160,0.74,9870,16094,20110,24114,32492,36646,42538,54404,5.5,7.3,0.36,78.3,71.0,3.3,4.0,17.6,4.1,0
920460106,Les Fosses Rouges,92046,Malakoff,68,17.1,15506,24626,36474,0.85,9010,13448,17342,20456,28400,33632,38858,50048,5.6,7.2,0.35,73.7,68.5,2.9,2.4,23.0,3.2,0
920460107,Les Nouzeaux,92046,Malakoff,65,23.2,13040,22482,34992,0.98,7356,11010,14938,18882,26292,32408,38690,49916,6.8,9.6,0.42,75.2,67.7,3.1,4.4,21.3,3.5,0
920460108,Les Sablonnieres,92046,Malakoff,72,17.8,16984,26810,39888,0.85,8264,13386,19106,23106,31438,36700,43594,54172,6.6,7.9,0.35,81.7,74.4,3.8,3.4,15.5,2.9,0
920460109,Le Fort,92046,Malakoff,76,,18630,25134,32756,0.56,13610,17518,19896,22616,27618,31394,34446,39794,2.9,3.3,0.23,91.2,88.9,1.9,0.5,7.6,1.1,0
920460110,Les Groux,92046,Malakoff,51,33.8,9632,16682,25598,0.96,4408,7872,11104,14302,20048,22996,28240,36340,8.2,10.3,0.39,69.9,64.3,3.7,1.9,28.3,1.8,0
920460111,Le Clos,92046,Malakoff,,,16624,27424,39544,0.84,8354,14066,18794,23182,31594,36764,42806,56862,6.8,8.2,0.36,78.7,73.1,2.8,2.8,16.0,5.3,0
920480101,Meudon La Foret 1,92048,Meudon,71,14.8,15990,23734,33602,0.74,9684,14426,16968,20550,27306,31276,36926,44378,4.6,5.5,0.31,65.7,61.2,2.7,1.7,31.3,3.1,0
920480102,Meudon le Foret 2,92048,Meudon,63,23.6,12888,20058,28548,0.78,8152,11310,15054,17358,23142,26510,30292,36434,4.5,5.7,0.30,61.8,57.8,3.1,0.8,36.6,1.7,0
920480103,Meudon La Foret 3,92048,Meudon,65,19.6,14178,23223,33946,0.85,7528,12608,15638,19746,27458,31580,37316,46448,6.2,7.1,0.34,60.2,55.3,2.3,2.6,36.3,3.5,0
920480104,Meudon La Foret 4,92048,Meudon,50,30.6,11040,16838,23908,0.76,6242,9584,12232,14428,19031,22292,25549,30050,4.8,5.7,0.30,70.9,65.8,4.5,0.6,28.4,0.7,0
920480105,Meudon La Foret 5,92048,Meudon,70,17.2,15572,23644,30660,0.64,7908,13362,17232,20384,25970,29158,32338,37568,4.8,5.4,0.28,77.0,72.2,2.9,1.9,21.4,1.6,0
920480106,Meudon La Foret 6,92048,Meudon,67,22.0,13936,21772,29106,0.70,7270,11842,15664,18856,24406,27286,31218,37772,5.2,6.2,0.31,77.4,72.5,3.6,1.2,21.3,1.4,0
920480201,Bellevue 1,92048,Meudon,78,,21638,35490,54548,0.93,13096,17710,24300,29050,42692,49820,60706,81082,6.2,8.7,0.41,65.7,59.9,1.9,4.0,26.2,8.0,0
920480202,Bellevue 2,92048,Meudon,86,,29504,42922,62990,0.78,18374,26294,32002,38288,49442,57746,69016,92470,5.0,6.8,0.37,71.8,65.9,1.7,4.1,20.3,8.0,0
920480203,Bas Meudon 1,92048,Meudon,72,14.3,17058,28386,41920,0.88,9646,14848,19190,23666,32546,38144,46212,59024,6.1,7.5,0.36,87.2,81.5,3.0,2.7,10.0,2.8,0
920480204,Bas Meudon 2,92048,Meudon,79,,25654,39746,57944,0.81,14778,21948,29326,33864,46570,53812,63930,80928,5.5,7.5,0.37,74.9,68.0,2.4,4.6,17.7,7.3,0
920480205,Le Centre 1,92048,Meudon,81,,27064,43080,64482,0.87,14508,23236,30466,37134,49480,56778,70596,92056,6.3,8.5,0.39,72.5,65.9,1.9,4.7,18.7,8.8,0
920480206,Le Centre 2,92048,Meudon,78,,22977,35389,52466,0.83,13962,20054,25560,30702,41578,48810,57854,71750,5.1,7.5,0.38,78.7,69.4,2.7,6.6,15.8,5.5,0
920480207,Val Fleury 1,92048,Meudon,,,24298,36700,54860,0.83,13690,21478,26644,31550,41798,49578,59798,77942,5.7,7.1,0.37,72.1,64.7,2.4,5.0,22.5,5.4,0
920480208,Val Fleury 2,92048,Meudon,67,15.4,16824,24525,34868,0.74,9266,14418,18270,21250,28026,32743,38636,52944,5.7,7.4,0.37,72.6,66.6,2.4,3.5,22.5,5.0,0
920480209,Val Fleury 3,92048,Meudon,79,9.2,23722,36838,52646,0.79,13002,21270,26472,32004,41818,48028,57726,77012,5.9,7.7,0.37,78.3,72.1,2.2,4.0,16.4,5.3,0
920480210,Le Centre 3,92048,Meudon,83,,25754,36746,51104,0.69,15272,22762,28010,32276,41612,47976,55170,72652,4.8,6.0,0.33,75.4,67.5,2.2,5.7,19.6,5.0,0
920480211,Le Centre 4,92048,Meudon,84,,26314,38898,58446,0.83,18434,24428,28710,33094,45156,53638,63152,90384,4.9,7.1,0.40,68.2,60.3,2.3,5.6,22.5,9.3,0
920480212,Le Centre 5,92048,Meudon,85,,33118,46656,67264,0.73,19484,29684,36058,40996,53856,61552,74238,96920,5.0,6.6,0.34,69.3,63.0,2.1,4.2,22.5,8.2,0
920490101,Centre Administratif-Mairie,92049,Montrouge,,,13821,23784,36644,0.96,6940,12236,15626,19738,29356,34338,41594,52662,7.6,10.3,0.41,69.4,63.0,2.6,3.8,25.0,5.6,0
