IRIS,Libellé de l'IRIS,Commune ou ARM,Libellé commune ou ARM,Part des ménages fiscaux imposés (%),Taux de bas revenus déclarés au seuil de 60 % (%),1er quartile (€),Médiane (€),3e quartile (€),Écart inter-quartile rapporté à la médiane,1er décile (€),2e décile (€),3e décile (€),4e décile (€),6e décile (€),7e décile (€),8e décile (€),9e décile (€),Rapport interdécile D9/D1,S80/S20,Indice de Gini,Part des revenus d’activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des autres revenus (%),Note de précaution (voir onglet seuils)
IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP15,DEC_TP6015,DEC_Q115,DEC_MED15,DEC_Q315,DEC_EQ15,DEC_D115,DEC_D215,DEC_D315,DEC_D415,DEC_D615,DEC_D715,DEC_D815,DEC_D915,DEC_RD15,DEC_S80S2015,DEC_GI15,DEC_PACT15,DEC_PTSA15,DEC_PCHO15,DEC_PBEN15,DEC_PPEN15,DEC_PAUT15,DEC_NOTE15
010040101,Les Perouses-Triangle d'Activite,01004,Ambérieu-en-Bugey,47,30.6,10398,18156,25574,0.84,5064,8596,11960,15142,20850,23836,27236,33640,6.6,7.9,0.34,66.6,59.9,4.2,2.5,29.8,3.6,0
010040102,Longeray-Gare,01004,Ambérieu-en-Bugey,42,37.3,8490,15816,23010,0.92,3622,7096,9786,13024,18308,21468,24554,30176,8.3,9.7,0.36,69.7,63.2,4.4,2.0,27.0,3.4,0
010040201,Centre-St Germain-Vareilles,01004,Ambérieu-en-Bugey,52,26.1,12044,18620,25744,0.74,6076,10564,13294,15876,21266,24100,28010,34756,5.7,7.2,0.34,68.7,61.3,3.4,4.0,27.5,3.8,0
010040202,Tiret-Les Allymes,01004,Ambérieu-en-Bugey,67,13.7,16390,23460,32522,0.69,10510,14760,17954,20790,26626,29910,35008,42388,4.0,5.4,0.31,69.8,63.0,2.2,4.6,24.1,6.1,0
010330101,Coupy-Vanchy,01033,Bellegarde-sur-Valserine,44,27.1,11724,19931,32078,1.02,6616,9822,13292,16638,24376,29952,36808,48312,7.3,9.1,0.39,74.2,69.0,4.4,0.8,23.6,2.2,0
010330102,Centre Ville,01033,Bellegarde-sur-Valserine,44,27.7,11496,18409,27586,0.87,5902,9750,12836,15862,22040,25456,30728,39093,6.6,8.4,0.36,70.6,63.7,5.0,2.0,26.0,3.3,0
010330201,Arc Vouvray-Gare-Chatillon,01033,Bellegarde-sur-Valserine,53,19.7,14378,22842,34948,0.90,7662,12510,16186,19688,26708,30918,38648,52202,6.8,7.9,0.37,72.8,65.3,3.5,4.0,24.8,2.4,0
010330202,Plateau de Musinens,01033,Bellegarde-sur-Valserine,40,36.3,9214,16130,25168,0.99,4720,8134,10702,13248,19082,22836,27796,37314,7.9,9.7,0.39,69.1,63.6,4.7,0.8,28.9,2.0,0
010330301,Arlod,01033,Bellegarde-sur-Valserine,40,27.8,11184,19016,27924,0.88,6110,9100,12848,16002,22558,26058,30570,38720,6.3,8.4,0.36,78.8,72.2,5.7,0.9,19.2,2.0,0
010530101,Centre-Ville,01053,Bourg-en-Bresse,49,29.3,10648,18234,26598,0.87,4820,9120,12568,15222,20482,24346,29432,38752,8.0,10.2,0.39,68.3,59.7,4.5,4.1,22.8,8.9,0
010530102,Champ-de-Foire,01053,Bourg-en-Bresse,56,25.2,12170,20065,28378,0.81,5928,10154,14212,17304,22882,25832,30376,38320,6.5,8.7,0.36,51.9,45.6,2.7,3.5,42.8,5.4,0
010530103,Prefecture,01053,Bourg-en-Bresse,58,20.9,13554,21166,32204,0.88,7250,12056,15000,18044,24362,29442,35802,50638,7.0,10.1,0.42,64.9,54.2,2.9,7.8,28.2,6.9,0
010530201,Citadelle,01053,Bourg-en-Bresse,55,27.3,11536,18812,26952,0.82,5862,10142,13204,16064,21524,24658,29420,36754,6.3,8.6,0.36,63.3,57.7,2.8,2.7,33.7,3.1,0
010530202,Mail,01053,Bourg-en-Bresse,41,43.8,7534,14578,22754,1.04,3250,6292,8780,11393,17288,20376,24786,30408,9.4,12.0,0.40,68.3,61.3,4.9,2.1,28.6,3.1,0
010530203,Peloux,01053,Bourg-en-Bresse,56,26.7,11866,18818,27072,0.81,5794,9968,13298,16140,22094,25350,29178,35478,6.1,7.3,0.33,66.0,59.8,3.4,2.8,31.1,2.9,0
010530301,Gare,01053,Bourg-en-Bresse,64,16.7,15820,23106,31804,0.69,8788,13934,17114,20166,25946,29686,35022,47844,5.4,7.3,0.36,66.5,59.4,2.9,4.2,27.7,5.8,0
010530302,Brou,01053,Bourg-en-Bresse,51,30.3,10822,18094,26124,0.85,4840,9414,12236,15198,20850,23928,29068,37886,7.8,10.0,0.39,67.5,60.0,3.4,4.1,28.8,3.7,0
010530401,Vennes-Ouest,01053,Bourg-en-Bresse,48,32.1,10430,17476,25412,0.86,5110,9028,11604,14780,20332,23316,27490,33840,6.6,8.6,0.36,58.6,50.6,3.6,4.4,39.1,2.3,0
010530402,Vennes-Est,01053,Bourg-en-Bresse,62,18.0,14750,21288,28354,0.64,9032,12928,16164,18472,23770,26845,31108,38924,4.3,5.4,0.31,64.3,58.9,2.9,2.5,32.8,2.9,0
010530501,Baudieres,01053,Bourg-en-Bresse,64,16.6,15430,22506,31174,0.70,8908,13656,17194,19860,25116,29496,33570,43368,4.9,6.3,0.33,52.1,46.5,1.4,4.2,44.0,3.9,0
010530502,Sardieres,01053,Bourg-en-Bresse,54,25.7,12034,19282,28018,0.83,6964,10594,13824,16650,21836,25720,30910,40782,5.9,8.2,0.38,62.4,54.1,2.2,6.1,31.9,5.7,0
010530503,Croix-Blanche,01053,Bourg-en-Bresse,27,59.5,5830,10476,16352,1.00,1022,4640,6768,8528,12604,15174,18167,23062,22.6,18.1,0.44,68.9,59.3,7.0,2.6,28.3,2.8,0
010530601,Pont-des-Chevres,01053,Bourg-en-Bresse,37,51.2,6410,11812,19494,1.11,2198,5402,7590,9310,14370,17770,21222,27150,12.4,13.6,0.40,56.3,49.8,5.4,1.1,41.1,2.6,0
010530602,Reyssouze-Ouest,01053,Bourg-en-Bresse,33,54.4,6642,10892,18304,1.07,3446,5844,7512,9414,14040,16810,19868,24776,7.2,9.4,0.38,55.5,47.8,6.2,1.5,42.4,2.1,0
010530603,Reyssouze-Est,01053,Bourg-en-Bresse,23,63.0,4752,9384,15380,1.13,550,3738,5866,7634,11310,13876,16524,20050,36.5,17.9,0.40,57.4,,,,41.9,0.8,0
010530604,Cenord-Grand-Challes,01053,Bourg-en-Bresse,,,12453,20420,28068,0.76,6590,10126,14062,17590,23244,26338,30130,34862,5.3,7.0,0.32,54.4,48.9,2.4,3.1,41.8,3.8,0
010530701,Granges-Bardes-Alagnier,01053,Bourg-en-Bresse,58,24.7,12472,19274,25766,0.69,6824,11104,14104,16788,21808,24124,28168,34100,5.0,6.8,0.33,70.4,65.8,2.9,1.7,26.8,2.8,0
011730101,Centre,01173,Gex,58,18.7,15152,28044,46058,1.10,8034,13124,18460,23464,34622,41112,51958,68364,8.5,10.4,0.39,86.5,81.2,3.3,2.1,10.2,3.2,0
011730102,Ouest,01173,Gex,60,15.0,18240,33136,52172,1.02,7916,15574,21186,26640,40112,46966,58048,71880,9.1,11.5,0.40,85.9,80.8,3.3,1.8,11.5,2.6,0
011730103,Est,01173,Gex,64,13.6,20886,36776,55716,0.95,9290,17016,23856,30796,43150,51276,60420,79694,8.6,10.6,0.39,86.7,82.2,2.8,1.6,10.9,2.5,0
012830102,Zus Centre,01283,Oyonnax,26,53.6,7196,11676,16811,0.82,3434,6458,8110,9794,13066,15210,18358,22888,6.7,7.5,0.33,69.9,60.8,8.7,0.4,29.0,1.1,0
012830103,Zus Nord Est,01283,Oyonnax,32,48.0,7812,12674,18478,0.84,4066,6806,8706,10356,14449,16744,20169,24718,6.1,7.4,0.35,63.2,55.3,6.6,1.3,34.9,1.9,0
012830104,Zus Ouest,01283,Oyonnax,23,62.0,6096,10216,15792,0.95,2346,5268,6616,8266,11948,14458,17246,21250,9.1,10.3,0.38,72.6,63.1,8.5,1.0,26.6,0.8,0
012830201,Ville Sud,01283,Oyonnax,51,31.0,10586,17802,24047,0.76,6070,9754,12036,15108,19784,22792,26146,33658,5.5,8.0,0.38,60.4,54.3,3.8,2.2,33.4,6.3,0
012830202,Ville Est,01283,Oyonnax,48,28.7,11090,16772,23700,0.75,5608,9534,12756,14926,19560,22216,25964,31416,5.6,7.6,0.34,67.4,60.5,4.0,3.0,28.7,3.8,0
012830203,Nierme et Geilles,01283,Oyonnax,35,46.9,8174,13234,20118,0.90,4998,7218,9150,10598,15588,18802,22386,29112,5.8,8.1,0.38,61.3,52.0,6.1,3.2,34.6,4.1,0
012830301,Ville Ouest,01283,Oyonnax,47,30.6,10692,16952,23203,0.74,5678,8934,12194,14472,19017,21574,25430,32176,5.7,7.7,0.36,69.1,60.5,5.0,3.6,28.2,2.7,0
012830303,Ville Nord,01283,Oyonnax,50,31.9,9994,16694,23776,0.83,4834,8733,11778,14486,19578,22138,25957,32626,6.7,8.5,0.37,69.1,60.9,4.4,3.8,26.8,4.1,0
012830304,Exterieur Est,01283,Oyonnax,55,24.6,12374,19332,25414,0.67,6632,10968,13664,16616,20906,23866,27262,36574,5.5,7.2,0.35,71.5,63.2,4.3,4.0,23.9,4.6,0
012830305,Veyziat,01283,Oyonnax,77,,19094,25524,35166,0.63,13870,17428,20822,23250,28668,32548,37416,45924,3.3,5.0,0.33,65.6,60.7,1.9,2.9,24.4,10.1,0
021680101,centre,02168,Château-Thierry,45,35.7,9220,15978,23156,0.87,4418,7812,10766,13336,18354,21234,25042,31884,7.2,10.5,0.40,68.4,57.9,4.2,6.3,26.5,5.1,0
021680201,Chesneaux,02168,Château-Thierry,60,21.6,13140,20058,28398,0.76,7652,11528,14726,17658,23132,26736,30942,39582,5.2,7.4,0.35,65.3,54.2,3.3,7.8,28.1,6.6,0
021680401,Mare Aubry,02168,Château-Thierry,50,27.1,11858,18198,26050,0.78,6310,10354,13092,15730,20798,24180,28016,36590,5.8,7.1,0.35,61.8,55.2,3.4,3.2,32.6,5.6,0
021680501,Vaucrises,02168,Château-Thierry,,,4590,9790,16160,1.18,772,3626,5976,7806,11950,14608,17848,22312,28.9,19.3,0.42,69.6,59.4,9.4,0.9,29.6,0.7,0
021680601,Gerbrois-St Martin-Le Buisson-Vincelles,02168,Château-Thierry,63,17.6,15142,22284,30926,0.71,9228,13508,16676,19308,24890,28596,33412,41598,4.5,6.1,0.33,59.0,49.3,2.6,7.2,36.1,4.8,0
021680701,Blanchard,02168,Château-Thierry,,,8354,15332,22032,0.89,2728,6832,9762,12576,17872,20428,24398,30450,11.2,11.8,0.38,66.2,58.1,4.9,3.2,31.9,1.9,0
021730101,Nord-Ouest,02173,Chauny,30,51.3,5258,12068,19152,1.15,368,3290,6538,9460,14744,17546,21282,26788,72.8,32.6,0.44,60.4,53.7,4.8,1.9,37.8,1.8,0
021730201,Sud-Ouest,02173,Chauny,43,34.3,9366,16346,23940,0.89,3612,7586,11118,13884,19058,21846,26002,32516,9.0,11.7,0.38,60.9,52.6,3.9,4.5,34.2,4.8,0
021730301,Nord-Est,02173,Chauny,52,26.1,11778,19460,26418,0.75,5906,10028,13530,16606,21764,24324,28434,37616,6.4,8.8,0.37,66.0,54.5,3.0,8.5,30.6,3.4,0
024080101,Saint-Exupery-Moulin Roux,02408,Laon,24,66.1,2106,7480,15712,1.82,0,944,3014,5460,10540,13794,18088,23206,,229.2,0.52,57.7,,,,40.4,1.9,0
024080102,Centre Social,02408,Laon,,79.5,930,5082,10800,1.94,0,116,1742,3332,7316,9378,12370,16044,,4158.8,0.53,65.9,,,,33.5,0.6,0
024080103,La Fontaine,02408,Laon,34,60.7,2182,8162,18292,1.97,0,702,3154,4628,12032,16466,20976,27706,,321.6,0.54,55.6,48.6,5.4,1.6,42.2,2.2,0
024080201,Cite du Nord,02408,Laon,43,39.4,8190,15124,22158,0.92,3232,6720,9412,12378,17934,20608,24056,30586,9.5,10.6,0.37,60.7,54.5,3.4,2.8,36.6,2.7,0
024080301,Gare Saint-Marcel,02408,Laon,49,30.6,10162,18710,27442,0.92,2880,7938,12130,15180,21798,25132,30060,38508,13.4,14.3,0.41,58.3,50.0,2.6,5.7,35.9,5.8,0
024080401,Individuels,02408,Laon,,,13018,20968,30984,0.86,6894,11298,14530,17776,24613,28644,33904,43296,6.3,7.4,0.36,57.9,51.1,2.3,4.5,36.4,5.7,0
024080402,Prevert Maraichers,02408,Laon,36,43.9,7946,13668,19726,0.86,2610,6698,9154,11368,16204,18467,21404,26094,10.0,10.9,0.36,68.3,60.0,7.0,1.3,31.1,0.6,0
024080501,Plateau,02408,Laon,47,35.0,7889,17340,28158,1.17,566,5916,9960,13870,21550,25892,31308,43870,77.5,34.8,0.48,73.1,59.2,3.7,10.2,22.4,4.5,0
024080601,Vaux,02408,Laon,49,31.6,10108,17346,25006,0.86,4206,8556,11788,14630,20148,23950,26526,32916,7.8,9.2,0.36,63.5,55.3,4.1,4.2,33.4,3.0,0
024080801,Montreuil-La Neuville-Marquette,02408,Laon,39,44.4,5978,14138,21992,1.13,634,4774,7880,11120,17376,20433,23944,30262,47.7,24.1,0.42,59.6,52.1,4.1,3.3,38.1,2.4,0
024080901,Ardon-Leuilly-Semilly,02408,Laon,60,16.6,15758,21198,28762,0.61,9788,13994,16730,18896,24216,27430,31544,42948,4.4,6.0,0.33,65.4,57.5,2.3,5.5,31.1,3.6,0
026910101,centre ville 1,02691,Saint-Quentin,55,27.5,11000,20616,32846,1.06,2512,8710,13722,17332,23962,30100,37278,55712,22.2,23.0,0.48,69.9,50.2,3.0,16.7,22.8,7.3,0
026910102,centre ville 2,02691,Saint-Quentin,58,24.6,12538,25010,41912,1.17,3730,10256,15532,19254,30050,36572,46878,66102,17.7,20.6,0.48,70.5,49.5,2.2,18.8,21.6,7.9,0
026910103,centre ville 3,02691,Saint-Quentin,46,37.4,7818,16374,26946,1.17,1306,6024,9868,13300,19624,24252,30742,41780,32.0,28.9,0.50,68.7,55.3,3.8,9.5,23.8,7.6,0
026910104,centre ville 4,02691,Saint-Quentin,45,41.3,7126,15815,26258,1.21,414,5438,8522,11726,19710,23570,29556,39490,95.4,32.8,0.49,68.4,58.1,4.9,5.4,25.6,6.0,0
026910201,europe-remicourt 1,02691,Saint-Quentin,50,24.9,12318,18592,28134,0.85,5076,10705,13496,15784,21400,25221,31526,40422,8.0,10.3,0.39,68.3,57.5,3.5,7.4,28.1,3.5,0
026910202,europe-remicourt 2,02691,Saint-Quentin,54,24.3,12338,19148,25798,0.70,7016,10944,13878,16824,21542,24162,27744,34640,4.9,6.3,0.32,64.8,59.1,2.7,3.1,32.6,2.5,0
026910203,europe-remicourt 3,02691,Saint-Quentin,52,29.2,10800,18206,27152,0.90,4774,9178,12636,15494,20824,25042,30190,38040,8.0,10.1,0.39,54.8,46.1,3.2,5.4,41.1,4.2,0
026910204,europe-remicourt 4,02691,Saint-Quentin,23,67.7,1676,7590,15136,1.77,0,834,2960,5152,10082,13138,17258,23528,,212.7,0.54,56.7,,,,40.4,2.9,0
026910205,europe-remicourt 5,02691,Saint-Quentin,,75.7,1646,6636,12288,1.60,0,528,2938,4690,8586,10414,13584,17916,,333.6,0.50,59.8,,,,39.5,0.7,0
026910206,europe-remicourt 6,02691,Saint-Quentin,28,60.1,3056,9662,17212,1.47,0,2094,4274,7018,12276,15678,19154,24396,,60.6,0.47,37.9,,,,60.7,1.4,0
026910207,europe-remicourt 7,02691,Saint-Quentin,33,52.2,5678,11428,19064,1.17,394,4056,6430,9024,14810,17589,21202,26882,68.2,23.2,0.42,40.9,,,,57.1,2.0,0
026910208,europe-remicourt 8,02691,Saint-Quentin,58,22.6,13794,21010,29866,0.76,6908,11428,14990,18076,24252,27778,32290,40540,5.9,8.7,0.38,64.9,53.9,2.8,8.2,29.7,5.4,0
026910209,europe-remicourt 9,02691,Saint-Quentin,50,29.5,10820,19464,31378,1.06,4668,9378,12578,15944,23200,28578,34516,44892,9.6,12.7,0.41,67.1,57.4,2.6,7.0,28.8,4.2,0
026910301,isle 1,02691,Saint-Quentin,35,46.2,6434,13650,20968,1.06,240,4782,8182,10306,16410,19150,22408,27176,113.2,24.1,0.42,69.0,60.0,5.7,3.3,28.4,2.6,0
026910302,isle 2,02691,Saint-Quentin,47,29.9,10550,16652,22652,0.73,3376,8682,12338,14620,19038,21290,24178,29064,8.6,9.7,0.34,61.4,54.6,3.6,3.2,36.6,2.0,0
026910303,isle 3,02691,Saint-Quentin,,,5458,12066,18540,1.08,54,3950,6788,9502,14612,17316,20158,24486,453.4,28.2,0.41,54.2,48.0,5.6,0.6,44.9,0.9,0
026910304,isle 4,02691,Saint-Quentin,36,43.1,6834,14176,20718,0.98,1286,5730,8736,11394,16722,19216,22504,28156,21.9,18.0,0.40,62.2,53.3,5.5,3.3,35.8,2.1,0
026910401,Saint-Martin-Oestres 1,02691,Saint-Quentin,42,37.1,8322,15738,22528,0.90,1250,6560,10095,13316,18010,20847,24404,30124,24.1,16.7,0.40,60.3,51.4,3.8,5.2,36.8,2.8,0
026910402,Saint-Martin-Oestres 2,02691,Saint-Quentin,40,37.7,8706,15246,21240,0.82,2316,7216,10122,13048,17290,19690,22482,27524,11.9,10.6,0.35,67.2,59.4,5.1,2.7,31.3,1.5,0
026910403,Saint-Martin-Oestres 3,02691,Saint-Quentin,48,31.5,10618,17156,23590,0.76,4410,8734,11780,14818,19730,22078,25742,30492,6.9,8.4,0.33,58.4,53.5,3.6,1.4,39.9,1.6,0
026910501,vermandois 1,02691,Saint-Quentin,39,38.5,8098,15068,21404,0.88,2714,6538,9470,12834,17648,19818,23124,28802,10.6,11.7,0.38,62.7,55.5,4.5,2.8,33.9,3.3,0
026910502,vermandois 2,02691,Saint-Quentin,40,41.6,7380,15000,23016,1.04,1024,5928,9032,12178,17942,21324,25816,33002,32.2,22.6,0.43,65.8,57.2,4.0,4.6,30.4,3.8,0
026910503,vermandois 3,02691,Saint-Quentin,,,2992,9050,15836,1.42,0,1398,4212,6748,11084,14122,17310,21878,,128.2,0.47,62.5,53.9,7.7,0.9,35.9,1.6,0
026910504,vermandois 4,02691,Saint-Quentin,48,32.0,10078,17390,24302,0.82,4510,8474,11526,14562,20174,22784,26214,32270,7.2,8.5,0.35,54.2,48.3,3.1,2.8,43.9,1.9,0
026910601,Saint-Jean,02691,Saint-Quentin,44,34.3,9364,16522,23106,0.83,2546,7660,10652,14042,18734,21674,25460,31714,12.5,12.5,0.38,66.3,58.2,3.9,4.1,30.0,3.8,0
027220101,Presles 1,02722,Soissons,29,61.9,4238,9366,18008,1.47,100,2462,5408,7404,12020,15716,20368,28348,283.5,53.0,0.51,49.6,41.3,5.4,3.0,44.3,6.0,0
027220102,Presles 2,02722,Soissons,,77.8,1652,6654,11544,1.49,0,618,2738,4440,8498,10876,13036,17574,,276.9,0.49,71.2,,,,27.6,1.2,0
027220103,Presles 3,02722,Soissons,20,61.5,4078,9454,15648,1.22,206,2764,5356,7290,11962,13946,16824,22036,107.0,38.4,0.45,66.4,55.9,8.9,1.6,31.6,2.0,0
027220201,Maupas,02722,Soissons,38,39.5,8844,14950,20118,0.75,3186,7334,10006,12474,17002,18882,21688,26083,8.2,9.0,0.33,54.2,,,,43.8,2.0,0
027220301,Longues Baies,02722,Soissons,,,17526,24146,34046,0.68,11746,16292,18676,21650,26912,31348,37562,47572,4.1,5.4,0.32,58.7,48.7,2.2,7.8,34.6,6.7,0
027220401,Saint-Crepin,02722,Soissons,24,52.3,5692,11549,18224,1.09,286,3978,7060,9364,14062,16618,19732,24192,84.6,24.4,0.42,52.9,,,,44.0,3.1,0
027220501,Centre 1,02722,Soissons,63,17.2,15436,22554,33062,0.78,9362,13536,17130,19640,26048,30858,36194,50896,5.4,7.1,0.37,59.1,49.9,2.0,7.3,31.4,9.4,0
027220502,Centre 2,02722,Soissons,47,27.9,11268,17934,26324,0.84,3478,9626,12914,15316,20832,23984,29000,39876,11.5,12.3,0.40,56.1,47.0,3.4,5.8,37.0,6.8,0
027220503,Centre 3,02722,Soissons,52,27.3,11568,19703,30434,0.96,4476,9394,13208,16424,22928,27452,34508,50814,11.4,14.7,0.45,61.2,45.8,2.7,12.7,28.4,10.4,0
027220601,Chevreux,02722,Soissons,,,2648,7586,15116,1.64,0,1422,3512,5500,10476,13716,17290,22886,,83.4,0.51,71.5,63.4,7.0,1.2,26.5,1.9,0
027220701,Saint-Waast,02722,Soissons,49,25.9,11886,18510,25600,0.74,5226,9844,13742,16174,21220,24338,27920,33852,6.5,8.5,0.35,65.5,57.0,3.3,5.2,29.9,4.6,0
027220801,Saint-Medard,02722,Soissons,35,36.5,9090,15254,20664,0.76,4355,7569,10710,13156,16933,19206,22524,27962,6.4,8.8,0.35,71.2,63.7,5.7,1.8,24.4,4.4,0
027220901,Gare,02722,Soissons,56,24.7,12532,19782,29384,0.85,5156,10074,14308,17026,22960,27141,32767,43318,8.4,11.4,0.40,63.7,53.9,2.5,7.4,28.5,7.7,0
027380101,Quessy Centre,02738,Tergnier,39,37.0,8866,15460,22000,0.85,2452,6718,10620,13188,17502,20530,23530,28276,11.5,10.5,0.36,60.2,53.8,3.0,3.4,37.6,2.2,0
027380102,Quessy Cite,02738,Tergnier,34,42.8,8780,13990,19020,0.73,4016,7516,9716,11926,15690,18192,20742,24866,6.2,6.9,0.32,70.8,,,,28.6,0.6,0
027380201,Vouel,02738,Tergnier,40,32.6,9876,16810,22696,0.76,3366,7768,11310,14014,19288,21446,24032,29162,8.7,9.9,0.34,62.7,55.4,4.3,3.0,36.1,1.2,0
027380301,Tergnier 1,02738,Tergnier,42,32.8,10010,16738,24144,0.84,3292,8514,11584,14384,19538,22106,26276,31716,9.6,9.9,0.35,56.4,49.6,3.7,3.1,40.7,2.9,0
027380302,Tergnier 2,02738,Tergnier,30,48.2,5508,12780,19434,1.09,378,4042,6842,9684,15536,18152,20974,26036,68.9,25.5,0.42,62.0,54.1,5.4,2.5,35.7,2.3,0
027380401,Fargniers,02738,Tergnier,43,30.6,10622,16952,22566,0.70,3802,8870,12176,14635,18790,21134,24060,29066,7.6,8.1,0.33,61.5,54.8,3.8,2.9,35.2,3.3,0
028100102,Avenue de Compiegne,02810,Villers-Cotterêts,48,24.2,12646,18534,25638,0.70,6698,10844,14204,16584,21082,23508,27264,35820,5.3,6.4,0.33,62.1,56.4,2.8,3.0,33.6,4.2,0
028100202,Chateau,02810,Villers-Cotterêts,53,23.6,12692,19580,27382,0.75,6596,10690,14276,16932,22318,25530,29172,36662,5.6,7.8,0.36,68.0,60.3,3.4,4.3,25.6,6.4,0
028100302,Pisseleux,02810,Villers-Cotterêts,54,16.3,14770,19816,25130,0.52,10294,13362,15792,18160,21778,23846,26746,32796,3.2,3.9,0.26,76.0,70.8,3.0,2.1,21.9,2.2,0
028100401,Vivieres,02810,Villers-Cotterêts,29,45.5,7438,13252,18846,0.86,3322,6488,8716,10862,15256,17790,20124,24752,7.5,8.8,0.35,79.7,72.1,6.4,1.1,19.4,1.0,0
030950101,Centre Historique,03095,Cusset,39,34.4,9320,16344,22736,0.82,1000,7766,10974,13888,18894,21488,24440,32580,32.6,16.9,0.41,53.4,41.7,3.4,8.3,42.0,4.6,0
030950102,Montbeton-Les Joncheres,03095,Cusset,,,11131,18296,25124,0.76,4114,9200,12678,15792,20720,23208,27084,32632,7.9,9.9,0.36,55.9,49.3,3.3,3.3,38.9,5.2,0
030950103,Presles-Puybesseau,03095,Cusset,38,41.2,7670,15014,21788,0.94,732,5822,9318,12008,17494,20356,23457,28846,39.4,17.9,0.39,61.9,55.3,4.8,1.9,35.3,2.7,0
030950105,Champcourt-Zone Industrielle,03095,Cusset,53,18.8,14202,19888,27028,0.64,8880,12764,15330,17738,22164,25160,28911,35932,4.0,5.4,0.31,57.5,48.3,2.9,6.3,38.5,4.0,0
030950106,Zone Verte,03095,Cusset,62,11.1,16992,22736,29182,0.54,11432,15948,17940,20304,24980,27530,30950,36592,3.2,3.8,0.26,62.0,53.4,2.5,6.1,33.5,4.5,0
030950111,Boulaires-Graves-Chambon étendu,03095,Cusset,50,24.3,12616,19056,25624,0.68,7024,11206,14020,16616,21476,24174,27852,34252,4.9,6.4,0.33,53.6,46.4,2.7,4.5,42.6,3.8,0
031850101,Cite Bretonnie-Chatelet-Favieres-Conches,03185,Montluçon,49,30.7,10322,18776,28336,0.96,1870,8216,11938,15518,21886,25640,32188,43726,23.4,21.5,0.48,59.6,46.6,2.8,10.2,30.1,10.3,0
031850102,Dienat-Forges,03185,Montluçon,48,31.2,9830,17916,26554,0.93,3574,7994,11884,14598,21174,24450,29244,38378,10.7,14.8,0.43,62.0,50.8,3.1,8.1,33.3,4.7,0
031850103,Chantoiseau-Faucheroux,03185,Montluçon,48,28.9,11320,17792,25120,0.78,3716,8770,12566,15378,20326,23150,26844,33688,9.1,10.3,0.36,57.4,51.9,3.2,2.3,37.9,4.7,0
031850104,Fours à Chaux,03185,Montluçon,44,30.5,10812,16900,22680,0.70,4712,9186,12110,14792,19100,21156,24584,28720,6.1,7.3,0.32,57.0,49.8,4.3,2.9,39.8,3.2,0
031850105,Montcourtais,03185,Montluçon,36,43.5,6262,14172,20872,1.03,160,3982,8072,10852,17054,19424,22278,26870,167.9,27.5,0.40,52.1,47.0,4.3,0.8,45.2,2.7,0
031850106,Ville Gozet,03185,Montluçon,34,46.5,5236,13492,19722,1.07,154,3664,7308,10700,15806,18316,21596,26408,171.5,33.4,0.44,55.0,45.0,5.0,5.0,41.5,3.5,0
031850108,Montgacher-Cordeliers,03185,Montluçon,53,23.9,12740,18778,25876,0.70,6044,10900,14038,16602,21194,24066,27880,33676,5.6,7.6,0.33,62.0,56.1,2.8,3.1,34.6,3.4,0
031850110,Rimard-Marignon,03185,Montluçon,55,18.6,14516,21620,29562,0.70,7634,12988,16038,18692,24374,27480,32170,39886,5.2,7.0,0.34,57.5,48.9,2.1,6.5,37.8,4.7,0
031850111,Saint-Jean,03185,Montluçon,61,17.1,15334,21652,30750,0.71,9194,13762,17020,19106,24578,28238,33030,41870,4.6,5.7,0.32,58.3,49.1,2.4,6.8,37.8,3.9,0
031850112,Les Iles-Buffon,03185,Montluçon,48,24.8,12346,18722,25336,0.69,5902,10652,13756,16244,20904,23676,27802,32412,5.5,7.1,0.33,54.8,48.4,3.3,3.1,42.0,3.2,0
031850113,Fontbouillant,03185,Montluçon,35,43.4,7054,13804,21124,1.02,1226,5792,8796,11452,16508,19510,22702,27544,22.5,16.4,0.39,54.7,49.1,4.4,1.2,42.8,2.5,0
031850114,La Caserne-Les Guineberts,03185,Montluçon,47,27.8,11596,17916,24406,0.72,4798,9644,13152,15724,20308,22958,26040,30852,6.4,8.0,0.33,56.2,50.9,3.1,2.1,40.8,3.1,0
031850115,Bien Assis,03185,Montluçon,34,48.1,3654,13046,20654,1.30,0,1486,4906,9176,16114,19118,22630,28264,,133.1,0.46,46.4,40.5,4.6,1.4,51.0,2.5,0
031850116,Marais-Villars,03185,Montluçon,47,27.7,11568,18140,23914,0.68,5928,10204,13184,16032,20088,22598,25242,30380,5.1,6.6,0.31,47.4,41.8,3.7,1.8,49.1,3.6,0
031850117,Viviani-Dunlop,03185,Montluçon,32,44.0,7266,13856,19790,0.90,1630,5924,8638,11094,16000,18584,21194,25958,15.9,13.2,0.37,48.9,43.2,4.2,1.5,48.7,2.4,0
031900101,Centre Historique,03190,Moulins,49,29.8,10724,18126,28620,0.99,3584,8522,12350,15074,21456,25664,31276,45422,12.7,15.7,0.43,66.1,54.3,3.2,8.7,28.0,5.8,0
